delta,theta,alpha,beta,label,subject_id
2.7127171199738915e-10,1.2172082562462006e-11,6.498792025615902e-12,4.814291740248679e-13,N3,7121
4.4860379260056275e-10,1.0563444557940625e-11,5.802517096995065e-12,4.007943783307035e-13,N3,7121
5.487085735020119e-10,2.0223843712210606e-11,9.04595908130027e-12,4.354920301075483e-13,N3,7121
1.8089368530923797e-10,9.075125805710592e-12,4.8340280936454805e-12,1.584692800458318e-12,N1,7121
1.3659369868115304e-10,1.1316929628914985e-11,9.619768255092247e-12,9.035215634060532e-13,N2,7121
8.115333310032606e-11,7.913966489068385e-12,4.994939696336413e-12,9.641465541982992e-13,N1,7121
5.475100044884682e-11,4.871138532837725e-12,2.7652627071252605e-12,7.404016816495333e-13,N2,7121
6.497247293771257e-11,3.748953745890018e-12,3.2167824363152816e-12,8.232804285778477e-13,N2,7121
2.7121356820963578e-11,3.1609237741169984e-12,1.749274987369483e-12,8.300724735741865e-13,N1,7121
7.051392034546224e-11,6.773740193831939e-12,7.470972678767376e-12,1.4361750316479003e-12,N2,7121
5.07896728138966e-11,3.248917984101031e-12,2.21807622758712e-12,1.34371744687717e-12,N1,7121
4.634829129077105e-11,5.267981176718075e-12,3.1338727807188596e-12,7.164624027065276e-13,N2,7121
1.53151976211694e-11,2.4866696409695434e-12,1.3173499975547895e-12,1.112185788829906e-12,N1,7121
3.00555966926689e-11,6.673542607004225e-12,4.2338017614856195e-12,6.814666302303235e-13,N2,7121
3.5017674648917866e-11,3.780955986334955e-12,2.457075730685885e-12,1.3652988870779131e-12,N1,7121
1.3103736753066072e-10,1.0090816688312792e-11,4.83334040310166e-12,1.6041663206522766e-12,N2,7121
2.7769020042067108e-11,2.463728299783359e-12,1.4896231400949606e-12,6.116166701008663e-13,N1,7121
3.6897986613581554e-11,2.4297952148970483e-12,2.6174997692656524e-12,5.663087861222188e-13,N2,7121
5.690454571425091e-11,7.622094158657913e-12,3.70552565904599e-12,1.5272951124800267e-12,N1,7121
2.681164889430153e-11,3.2640505717005728e-12,2.2128486047241188e-12,1.2067648452869654e-12,Wake,7121
1.967244667651607e-11,3.128935291938682e-12,2.2896208478495923e-12,8.68865421472566e-13,N1,7121
4.855014827620267e-11,5.053789683336091e-12,2.7313636107034294e-12,8.619299242070116e-13,N2,7121
2.6064826291246725e-11,4.5952637975711805e-12,2.2996135036796872e-12,1.1945820994324048e-12,N1,7121
3.0991112031847394e-11,5.231927869805854e-12,2.0202323536953776e-12,7.142670287122615e-13,N2,7121
3.606344470136866e-11,6.476102328300867e-12,1.4799323410288943e-12,4.4819599835645797e-13,REM,7121
1.5123879446890787e-11,3.3110269893752558e-12,2.060794613580595e-12,6.27426278295606e-13,N1,7121
4.71621897904547e-11,2.901123378780562e-12,2.0041151996445185e-12,4.808152764621451e-13,N2,7121
1.6359805916260004e-10,1.3811224040095352e-11,8.227827729938768e-12,8.618611534867761e-13,N3,7121
9.274167490353394e-11,9.21436671132472e-12,5.7701988019629706e-12,5.228045713960958e-13,N2,7121
1.4188175719619003e-10,1.0785466167719445e-11,3.950969660301763e-12,4.64015537340396e-13,N3,7121
1.1534874969049593e-10,8.907464279482066e-12,7.765866879327318e-12,5.488782236377055e-13,N2,7121
2.0290017105962658e-10,1.5353805956233483e-11,5.876904447149875e-12,7.66065832883776e-13,N3,7121
1.0757753539915613e-10,1.0767715726632594e-11,6.315777571670313e-12,9.893315064325002e-13,N2,7121
3.2494816812732794e-10,1.0149238472031303e-11,7.447024355600995e-12,7.902311386731668e-13,N3,7121
1.3213283769070133e-10,6.585772456978454e-12,4.492915963129912e-12,6.206415915381658e-13,N2,7121
2.879769319640586e-10,2.0598388271280104e-11,9.521424603825707e-12,5.705502358620132e-13,N3,7121
7.837211308239524e-11,7.57095458877933e-12,5.0916106531842386e-12,5.838623611215086e-13,N2,7121
2.2770067677332945e-10,1.3029648701124878e-11,7.771295755157671e-12,6.642215304981467e-13,N3,7121
1.537303396597648e-10,7.507572275262559e-12,4.3935049109296475e-12,4.976102584512036e-13,N2,7121
2.2383632012108926e-10,1.1513870718634199e-11,7.342223294188248e-12,5.581625202422692e-13,N3,7121
1.3763799206619888e-10,7.644830595864834e-12,8.536625029420256e-12,3.480059977867185e-13,N2,7121
2.274647424543317e-10,2.1752571755587685e-11,8.96879445975898e-12,4.670815578460795e-13,N3,7121
4.283762429417697e-10,1.0172079603261842e-11,5.263142033929409e-12,3.9567719499235483e-13,N3,7121
3.008871156795696e-10,1.119601011455065e-11,4.905937299714273e-12,5.32172522789097e-13,N3,7121
4.235697512778031e-10,1.2058111211261628e-11,1.0921032639105271e-11,5.70955238908149e-13,N3,7121
3.3969161662314984e-10,9.943448282162858e-12,5.773762308251066e-12,5.38150742531886e-13,N3,7121
2.570106657323265e-10,1.1745312924848612e-11,6.2284020078436876e-12,4.960089825523666e-13,N3,7121
2.584205238604659e-10,9.970340048950266e-12,7.1400287664273444e-12,4.550209023269655e-13,N3,7121
4.994386061237459e-10,1.1842278015129962e-11,4.241076922125803e-12,1.0300514206677975e-12,N3,7121
2.8239193662753357e-10,1.220598507341508e-11,5.974703480573225e-12,5.347769682652042e-13,N3,7121
9.827923846412563e-11,8.619690110136776e-12,3.2230831786013665e-12,4.916892892805692e-13,N2,7121
1.1562195614760895e-10,3.596218030728534e-11,5.098451093523443e-12,7.748110386407235e-13,REM,7121
1.1645480166745987e-11,3.122511339990063e-12,1.4983033149056568e-12,3.381508016033003e-13,REM,7121
3.099174467888257e-11,4.174398065184409e-12,1.7851922866999935e-12,5.198072694702711e-13,N1,7121
2.6438793118087253e-11,3.1402992035656567e-12,4.184504234406587e-12,1.199409197622295e-12,N2,7121
2.3507643507814336e-10,2.4590844965652038e-11,1.0442973431356493e-11,9.672503400311574e-12,Wake,7121
1.583407234024657e-10,7.696026053687234e-12,4.4499867400055695e-12,8.897032473595981e-13,Wake,7121
7.933228753695667e-10,7.632369662119398e-11,1.498009514481829e-11,8.079328705290125e-12,Wake,7122
1.2432504361721796e-11,2.216191224099978e-12,9.466423077892993e-13,4.3324970647205334e-13,N1,7122
4.056757923014987e-11,1.0381914649789162e-11,2.5125696639856058e-12,1.7493257214924452e-12,N2,7122
7.125980971709331e-10,7.245675271255264e-12,5.766469435483525e-12,3.3440838001185124e-12,Wake,7122
3.32644261419107e-11,3.961915151369749e-12,1.6753299000634443e-12,9.6638764990529e-13,N1,7122
1.7859458608866014e-10,3.805754749763405e-11,1.1572363059226427e-11,2.019081982586413e-12,N2,7122
2.4198271280755657e-10,1.0015812230789573e-11,1.1081382971392402e-11,1.5961661694596334e-12,N3,7122
7.424837671211257e-10,2.491210278689587e-11,2.1067604290973105e-11,7.649749151771682e-12,N2,7122
1.7878473737784376e-10,1.4527020245963305e-11,7.612977070483171e-12,9.324452553393036e-13,N3,7122
2.6155529551603404e-10,2.006386075856848e-11,1.6163095970099562e-11,1.1872371754562237e-12,N3,7122
2.845049548864016e-10,1.0433944825494919e-11,4.951554695292359e-12,5.947319457000978e-13,N3,7122
4.0441287442418767e-10,1.5065159144423722e-11,9.428893709679722e-12,1.6563103974052248e-12,N3,7122
4.1348875487659393e-10,1.8715406303853588e-11,1.3450703669633384e-11,8.852018852114224e-13,N3,7122
4.1464260747209735e-10,2.170402016389957e-11,9.667436214981043e-12,7.067970298349848e-13,N3,7122
4.703645656213055e-10,1.9774318718669908e-11,8.32911161524111e-12,7.639230308739293e-13,N3,7122
4.281227208313156e-10,1.7878575233344664e-11,1.1778171464342757e-11,8.824084003204126e-13,N3,7122
2.881516638819624e-10,1.4417799085714322e-11,7.50433133104948e-12,6.283378775923107e-13,N3,7122
5.057004277569428e-10,1.7974030000762677e-11,4.219619543249484e-12,4.020221327016962e-13,N3,7122
3.4847664429144377e-10,1.125071904320601e-11,9.374258829942911e-12,5.068754583188637e-13,N3,7122
2.796268812978752e-10,1.1113663576946018e-11,9.068638331210943e-12,4.65147975987951e-13,N3,7122
1.137032179791091e-10,1.24615745725052e-11,6.142075715836759e-12,5.792202564763804e-13,N2,7122
8.561183913762171e-11,7.000945551478917e-12,6.651023667360617e-12,2.441643644105126e-12,N2,7122
2.351176542033149e-10,1.1127654618392063e-11,6.611525759110043e-12,4.135276137240409e-13,N3,7122
1.2709105145613545e-10,6.651356256152258e-12,9.5445113520622e-12,5.837310958846803e-13,N2,7122
1.62017154965586e-10,7.941671026802924e-12,8.539022830007623e-12,3.7087198929712995e-13,N3,7122
1.396233951282703e-10,8.25834562420441e-12,8.600647042658048e-12,3.565697803719216e-13,N2,7122
2.9590848300471767e-10,1.3464037442037327e-11,1.606649689159178e-11,4.4635897493200084e-13,N3,7122
1.2605017492444566e-10,6.187075974029054e-12,7.705944853739882e-12,4.073037673823566e-13,N2,7122
2.408242441208325e-10,1.3190371239842265e-11,1.0620129545079311e-11,5.6199428874373e-13,N3,7122
2.562995216428484e-10,8.629136127505073e-12,8.56210072033017e-12,3.8992223724453574e-13,N3,7122
3.004232263262237e-10,1.481313845206041e-11,1.2033485834256084e-11,3.807460723611007e-13,N3,7122
2.9509998621270983e-10,1.0755109535918193e-11,9.019614147623862e-12,3.711664771956921e-13,N3,7122
1.5448876058459892e-10,1.083165002278539e-11,9.69519136701634e-12,2.9248883955912304e-13,N3,7122
5.134894497961907e-10,9.661095923733102e-12,1.1114399584358279e-11,3.172078980127843e-13,N3,7122
1.8969620016592067e-10,9.849076868163812e-12,8.327658816792667e-12,4.4254701155571104e-13,N3,7122
2.871202907097346e-10,1.032326072374611e-11,7.279409871785877e-12,2.5588890242300685e-13,N3,7122
2.512443845656346e-10,5.87071023503709e-12,6.684957056789667e-12,2.3782590393655477e-13,N3,7122
2.743892626362033e-10,1.3119873217842607e-11,5.653971134413193e-12,2.535990924006924e-13,N3,7122
2.67502342543785e-10,9.986345835094604e-12,7.712661238026843e-12,4.873449502073293e-13,N3,7122
2.9566651014461e-11,4.342420410409835e-12,3.5368725462908005e-12,8.916389502202371e-13,N2,7122
2.1611290845305407e-10,1.7608452761961702e-11,6.887453642913041e-12,8.839880166863967e-13,REM,7122
2.6999812960282098e-11,6.063865182637441e-12,2.1565071947972614e-12,6.650086495197265e-13,REM,7122
2.01836010036725e-11,2.9592417681333843e-12,4.830305544491072e-12,6.619374298926567e-13,N2,7122
1.7257280761249294e-11,2.6137809968347118e-12,2.0196481485191633e-12,1.1897130558734607e-12,N1,7122
1.8638261656190574e-11,3.964824445072575e-12,7.343611318431156e-12,6.569235874979192e-13,N2,7122
9.605119009471825e-11,6.7372744386582966e-12,2.9495250136220913e-12,6.639013026472156e-13,N2,7122
6.885128493690089e-10,6.782689976990183e-12,5.6401073613232075e-12,2.8401035224235234e-12,N2,7122
1.542140271638332e-11,2.0647408251179225e-12,1.0017933351321947e-12,5.879422620696368e-13,N1,7122
6.143696870778996e-11,5.0875107854496705e-12,4.894730963433596e-12,6.985765550291502e-13,N2,7122
2.5115791708930126e-11,1.6382547622295325e-12,2.7007703418184206e-12,6.966483806382811e-13,N2,7122
2.0959899052402373e-10,4.204077011475021e-12,2.4519846303613316e-12,2.63480382889448e-12,N1,7122
1.88463745649392e-11,1.7853489262548468e-12,7.244221926463125e-13,6.684642369022192e-13,N1,7122
2.66943430465595e-11,3.712922700447729e-12,4.308911437560556e-12,8.416000798270416e-13,N2,7122
4.203070495663876e-11,8.043729135181145e-12,1.887814457896638e-12,5.137294891567341e-13,REM,7122
1.7745096090648002e-11,1.7748866953726707e-12,1.1045885793815574e-12,4.783998602953247e-13,N1,7122
1.5587521618780042e-11,2.203335873392376e-12,2.1348932627246557e-12,9.790746371761503e-13,N2,7122
4.3810124346923125e-11,3.2101120673324286e-12,1.3452431555636413e-12,1.3971237934300838e-12,N1,7122
1.5702806496757752e-11,2.8716859936308894e-12,4.827750487904535e-12,7.581092439513658e-13,N2,7122
2.500259374315228e-11,2.9193146292047875e-12,9.234101227737609e-12,9.3759190010743e-13,N2,7122
1.7841914277465245e-11,3.068775334435329e-12,1.8939613051297845e-12,1.1500666316988176e-12,N1,7122
4.6928146636583086e-11,5.6002188149340745e-12,3.2332999812410526e-12,8.127955683621477e-13,N2,7122
1.53983844738395e-11,1.971488140145001e-12,6.416518552975913e-13,4.649399367356801e-13,N1,7122
2.6442853674586605e-11,1.889181123053198e-12,3.0001146781639046e-12,8.884726574570569e-13,N2,7122
3.380716454191562e-11,2.4298928817007433e-12,3.707000712355035e-12,1.0573760787881088e-12,REM,7122
1.470634620210355e-11,2.684434885665764e-12,7.92975063772333e-13,5.524205723477116e-13,N1,7122
1.0928274820225212e-10,5.4097641323098404e-12,2.725532110924747e-12,2.7045512393877737e-12,Wake,7122
1.2294675937123733e-11,1.8629841379286094e-12,8.433825261488488e-13,4.943076873759895e-13,N1,7122
3.2115215142481135e-11,2.9138554521205987e-12,1.742612317966025e-12,1.6873652985406052e-12,Wake,7122
1.0034578237716133e-11,2.03137164721227e-12,7.26466575960663e-13,4.0459508714394697e-13,N1,7122
2.0150958411399531e-10,4.8536917999917725e-12,3.5918379356812825e-12,3.418708875335017e-12,Wake,7122
2.3441991230428922e-11,2.1195595840954555e-12,1.0044090336699757e-12,4.229684591065427e-13,N1,7122
1.4616551086832312e-11,3.2202115096006376e-12,1.4937309454431944e-12,1.6374828798862496e-12,Wake,7122
1.6456347223021766e-11,2.9374638397595166e-12,1.0045044287462715e-12,3.982293606237234e-13,N1,7122
1.2454269566210495e-11,2.1265744517443967e-12,8.865918905515758e-13,5.494413194496435e-13,Wake,7122
1.1125678947008776e-11,2.7906463323851423e-12,7.254216613635467e-13,4.062710137381024e-13,N1,7122
5.671552184115321e-10,1.509538712537852e-11,3.182672503954629e-12,2.5577341333894154e-12,Wake,7122
9.526096852464915e-12,1.9221694791706367e-12,4.910131093633444e-13,3.165709582808368e-13,N1,7122
3.7080579240794765e-09,2.1307437676415132e-11,1.1757479362137567e-11,6.6768800979500035e-12,Wake,7122
9.011990412696659e-11,4.018495720117453e-12,6.533093114678056e-13,4.1674114647810427e-13,N1,7122
1.564037670558921e-11,3.906739192806823e-12,1.1581274984746374e-12,3.4974562089037703e-13,N1,7122
1.864307235671831e-11,7.740041922559757e-12,9.979712965996479e-13,4.0473197018571267e-13,REM,7122
2.92601492556628e-11,4.961895322414788e-12,3.4122280204396317e-12,2.463533739938504e-12,Wake,7122
1.923693928546157e-10,1.833234688220974e-11,2.3058849750404074e-12,1.2899705828064227e-12,Wake,7131
6.544925285843839e-12,2.6907849365069216e-12,7.559009759881675e-13,3.6499642136475625e-13,N1,7131
4.0539481080177506e-11,1.2125534942882892e-11,1.2605959041042387e-12,5.179561024143772e-13,N2,7131
2.0216869482761883e-10,7.36563868657096e-12,3.305808709603057e-12,3.574506194460798e-13,N3,7131
1.6229148094730413e-10,6.7534880561412246e-12,2.3354903141375845e-12,3.1798168039220864e-13,N2,7131
3.855628686954665e-10,9.993818534600608e-12,6.4830697238505506e-12,3.9180797225125996e-13,N3,7131
4.991474207249948e-10,1.2733743717384941e-11,3.837911844329783e-12,2.719896135333719e-13,N3,7131
2.869993028615859e-10,1.1460646357966565e-11,4.876204860036822e-12,2.3948740447182754e-13,N3,7131
4.1609743470317755e-10,9.84054541208851e-12,4.375720338448528e-12,2.393009275366836e-13,N3,7131
3.0951268708119523e-10,1.536137319485883e-11,4.5760915797280305e-12,2.8041833746416737e-13,N3,7131
3.4162784434875393e-10,1.1381409938060094e-11,3.958156451482693e-12,2.4330501782563476e-13,N3,7131
3.3280593647176084e-10,9.519964598219906e-12,3.6590601623875915e-12,2.6984637579269755e-13,N3,7131
5.207544886923852e-10,1.1121704085443058e-11,2.7969769698015434e-12,2.8743613925097856e-13,N3,7131
3.5416712139843467e-10,8.580996996723986e-12,5.330330940295515e-12,3.2155796941880277e-13,N3,7131
4.777175804431151e-10,1.3305638489540873e-11,4.452705060964311e-12,3.381298397336078e-13,N3,7131
2.8163695225295495e-10,1.12227320403525e-11,3.4360622743700162e-12,2.51342287141481e-13,N3,7131
3.732496408324202e-10,1.0240203356507725e-11,3.3440400035407857e-12,2.279447942226064e-13,N3,7131
2.891513473795594e-10,7.633555973776957e-12,2.9698135876359443e-12,2.614392562561897e-13,N3,7131
7.373178519573667e-10,9.990078057969075e-12,3.107506200250457e-12,2.0709783311722965e-13,N3,7131
4.280977701777161e-10,9.49016180887361e-12,4.160585051495474e-12,2.2887010671739953e-13,N3,7131
5.041415791721262e-10,1.0422856386905434e-11,3.3576140447577204e-12,2.708498728825944e-13,N3,7131
3.4586171415993886e-10,1.1208808156271497e-11,2.4552540241816792e-12,2.4639973133660116e-13,N3,7131
6.026998843323845e-10,1.2487627730822953e-11,3.802282647056031e-12,2.8553146348188205e-13,N3,7131
4.799803908233352e-10,1.0604767777944207e-11,1.5574818925380374e-12,2.2171836354853822e-13,N3,7131
2.261980670282784e-10,5.957916945261756e-12,3.1625554684468995e-12,3.364591458609463e-13,N2,7131
3.192085311548333e-10,7.85213967418418e-12,3.685542736701761e-12,3.6445596243002345e-13,N3,7131
2.1909680413639644e-10,8.247176644021942e-12,2.1422348512501795e-12,3.65035613394613e-13,N2,7131
3.8226469406614277e-10,1.0501844512028196e-11,2.845707266061113e-12,3.1443861153373584e-13,N3,7131
4.3260826099071197e-10,2.26067725366881e-11,6.231239429855743e-12,1.196446009060171e-12,N2,7131
6.351681424626854e-11,2.0808282906037315e-12,8.830857732133201e-13,2.488220853129875e-13,N1,7131
3.996208805696313e-11,2.2599384955485604e-12,1.2054976631133653e-12,4.73889426896268e-13,N2,7131
4.46833075417441e-10,8.67852869235476e-12,3.96875944903158e-12,2.8097426247977446e-13,N3,7131
1.3144023817384228e-10,6.809023731914263e-12,4.0993464970997375e-12,2.3031578591343423e-13,N2,7131
3.5216150117647444e-10,8.924034559856452e-12,4.820429175661857e-12,3.2846932975392474e-13,N3,7131
2.6145067756196816e-10,7.21617316682547e-12,4.6221519885635115e-12,2.822250149746421e-13,N2,7131
4.374676733210157e-10,1.2196561381313135e-11,7.080904392824383e-12,3.2751761307059154e-13,N3,7131
2.329282636841998e-10,8.520758079367774e-12,3.801312251600911e-12,2.5295909968638606e-13,N2,7131
3.0271979405667463e-10,8.693055739112842e-12,5.85323790734971e-12,3.369276361016132e-13,N3,7131
2.36485334982552e-10,6.462212639537887e-12,3.1330295242541143e-12,1.904820317442027e-13,N2,7131
5.024776645606334e-10,6.294729127866326e-12,2.6498531790391046e-12,1.9926322364168156e-13,N3,7131
3.164022024628174e-10,7.713092861084306e-12,2.131600957419222e-12,2.184527825266167e-13,N2,7131
6.862906464340119e-10,6.966094293569298e-12,3.012194125005714e-12,1.6404413104714523e-13,N3,7131
6.640114969073702e-10,2.072116766708081e-11,7.96975388292319e-12,1.8609268945857887e-12,N2,7131
2.1837042027824053e-11,3.989447788368724e-12,1.0036191391282968e-12,2.853289447176911e-13,REM,7131
1.642332323525723e-11,3.5457320407866697e-12,7.661086674641325e-13,4.3170071959058163e-13,N2,7131
3.4035036389387314e-10,1.1028347927692909e-11,6.0080023387997855e-12,2.002796971726984e-13,N3,7131
1.3781205709351864e-10,4.963549944094314e-12,2.380923366693305e-12,2.152579365148275e-13,N2,7131
3.031395176535065e-10,9.05646283583661e-12,4.618420928542034e-12,2.019906210670906e-13,N3,7131
1.1159928531621034e-10,3.239976906906091e-12,1.7811387906929706e-12,1.6745754371322234e-13,N2,7131
